episode,global_step,episode_reward,episode_length,episode_speed_mean,episode_crashed_mean,episode_action_mean,episode_TimeLimit.truncated_mean,episode_crashed
40,308,24.17566265538335,26,24.843693501293973,0.038461538461538464,2.0,0.0,1.0
41,310,0.9665720649063587,2,21.353069958847737,0.5,0.5,0.0,1.0
42,321,9.964464643970132,11,29.101784398914564,0.09090909090909091,2.272727272727273,0.0,1.0
43,331,8.689616221934557,10,24.189574794509305,0.1,1.7,0.0,1.0
44,335,2.893409091979265,4,23.831481481481482,0.25,2.0,0.0,1.0
45,343,6.790285466238856,8,24.515629665169367,0.125,2.625,0.0,1.0
46,349,4.81985604763031,6,24.22098765432099,0.16666666666666666,2.5,0.0,1.0
47,365,14.474610924720764,16,24.557754745703004,0.0625,2.0625,0.0,1.0
48,370,3.8614862747490406,5,23.786300030342247,0.2,1.6,0.0,1.0
49,381,9.801652431488037,11,26.183029787634645,0.09090909090909091,1.7272727272727273,0.0,1.0
50,389,6.74543160200119,8,23.338034490330042,0.125,2.125,0.0,1.0
51,392,1.9408282041549683,3,21.319353109488915,0.3333333333333333,1.0,0.0,1.0
52,396,2.9086617417633533,4,23.248802189406526,0.25,2.5,0.0,1.0
53,400,2.895819373894483,4,24.583333333333332,0.25,0.5,0.0,1.0
54,408,6.793122310191393,8,24.299480438707903,0.125,2.25,0.0,1.0
55,424,14.517856556922197,16,25.003948588697202,0.0625,1.75,0.0,1.0
56,432,6.7809523940086365,8,24.67373667545737,0.125,2.0,0.0,1.0
57,440,6.744705140590668,8,23.674468442005793,0.125,1.625,0.0,1.0
58,446,4.8309552650898695,6,24.747424143144542,0.16666666666666666,2.0,0.0,1.0
59,453,5.793621371965855,7,24.761904761904763,0.14285714285714285,2.5714285714285716,0.0,1.0
60,467,12.695647299289703,14,26.55998013691094,0.07142857142857142,1.6428571428571428,0.0,1.0
61,472,3.8711271081119776,5,24.04619912735962,0.2,2.6,0.0,1.0
62,477,3.907255766913295,5,24.803965538059373,0.2,2.8,0.0,1.0
63,481,2.921992301940918,4,22.6728860764128,0.25,1.0,0.0,1.0
64,485,2.914263869635761,4,25.236961195635775,0.25,2.5,0.0,1.0
65,489,2.8961755614727736,4,22.02460696915885,0.25,1.75,0.0,1.0
66,492,1.9474594183266163,3,22.30405744333386,0.3333333333333333,3.6666666666666665,0.0,1.0
67,495,1.9762208051979542,3,25.90360645796335,0.3333333333333333,2.3333333333333335,0.0,1.0
68,500,3.857377130538225,5,22.68720620672865,0.2,1.8,0.0,1.0
69,506,4.838447827845812,6,23.070838889886186,0.16666666666666666,2.3333333333333335,0.0,1.0
70,518,10.634350517764688,12,24.410335466042522,0.08333333333333333,2.3333333333333335,0.0,1.0
71,523,3.856227993965149,5,23.0848030434385,0.2,1.0,0.0,1.0
72,532,7.715401152148843,9,23.61558840348893,0.1111111111111111,2.2222222222222223,0.0,1.0
73,538,4.817318081855774,6,22.923382605233396,0.16666666666666666,0.8333333333333334,0.0,1.0
74,549,9.71006947569549,11,25.038553489324894,0.09090909090909091,1.3636363636363635,0.0,1.0
75,556,5.8073158245533705,7,23.705149836305427,0.14285714285714285,2.7142857142857144,0.0,1.0
76,562,4.862414855509996,6,24.237692496861428,0.16666666666666666,2.6666666666666665,0.0,1.0
77,578,14.50549741461873,16,24.589751977686433,0.0625,1.75,0.0,1.0
78,587,7.71202645637095,9,24.178420800354726,0.1111111111111111,1.8888888888888888,0.0,1.0
79,599,10.613096693530679,12,23.958464570318174,0.08333333333333333,2.8333333333333335,0.0,1.0
80,604,3.9774822182953358,5,27.932916806598307,0.2,2.4,0.0,1.0
81,609,3.8621139507740736,5,24.065185185185186,0.2,2.6,0.0,1.0
82,620,9.854721466079354,11,27.51410094415454,0.09090909090909091,2.0,0.0,1.0
83,629,7.782385108992457,9,24.522197186457433,0.1111111111111111,1.5555555555555556,0.0,1.0
84,636,5.864220380783081,7,24.65114586231547,0.14285714285714285,1.5714285714285714,0.0,1.0
85,644,6.793666837736964,8,23.963705499821224,0.125,2.75,0.0,1.0
86,646,0.9790605697780848,2,22.576623368789285,0.5,2.0,0.0,1.0
87,653,5.803744850680232,7,23.42257990406668,0.14285714285714285,2.5714285714285716,0.0,1.0
88,661,6.870505252853036,8,25.572095846567137,0.125,1.875,0.0,1.0
89,667,4.945000626146793,6,27.51839233083508,0.16666666666666666,1.8333333333333333,0.0,1.0
90,674,5.826110422611237,7,24.994440992013228,0.14285714285714285,2.5714285714285716,0.0,1.0
91,679,3.9764667730778456,5,26.518365081074325,0.2,2.0,0.0,1.0
92,681,0.9634184837341309,2,21.965750075855617,0.5,3.5,0.0,1.0
93,698,15.480595825240016,17,24.870603033604286,0.058823529411764705,2.4705882352941178,0.0,1.0
94,709,9.753973264247179,11,25.813740122486134,0.09090909090909091,1.0,0.0,1.0
95,714,3.923985717818141,5,25.149518319519522,0.2,2.6,0.0,1.0
96,719,3.9116116743534803,5,23.799971515548187,0.2,2.4,0.0,1.0
97,730,9.80926127359271,11,26.982707064570082,0.09090909090909091,1.9090909090909092,0.0,1.0
98,738,6.88022462464869,8,26.390809668746385,0.125,2.5,0.0,1.0
99,747,7.894270414486527,9,28.12401968404328,0.1111111111111111,2.6666666666666665,0.0,1.0
100,749,0.9807631708681583,2,25.0,0.5,1.0,0.0,1.0
101,756,5.7824930138885975,7,23.348004433377607,0.14285714285714285,1.7142857142857142,0.0,1.0
102,759,1.9631015844643116,3,23.086684052439185,0.3333333333333333,1.3333333333333333,0.0,1.0
103,767,6.833301924169064,8,26.048099627578086,0.125,2.5,0.0,1.0
104,770,1.9305427260696888,3,20.065241601240754,0.3333333333333333,1.0,0.0,1.0
105,773,1.9487208910286427,3,21.985642471962652,0.3333333333333333,2.3333333333333335,0.0,1.0
106,776,1.9474594183266163,3,22.645393785211326,0.3333333333333333,3.6666666666666665,0.0,1.0
107,788,10.707613984122872,12,25.319764826282555,0.08333333333333333,1.75,0.0,1.0
108,792,2.8916163835674524,4,21.480997715282747,0.25,1.0,0.0,1.0
109,795,1.9480901341885328,3,22.30405744333386,0.3333333333333333,3.0,0.0,1.0
110,808,11.662648279219866,13,25.1990495559126,0.07692307692307693,1.9230769230769231,0.0,1.0
111,815,5.821431238204241,7,24.277270844328026,0.14285714285714285,2.2857142857142856,0.0,1.0
112,817,0.9718732223846018,2,24.166666666666664,0.5,2.0,0.0,1.0
113,823,4.853069365024567,6,24.21678613415044,0.16666666666666666,1.6666666666666667,0.0,1.0
114,826,1.9774822182953358,3,22.88207688854517,0.3333333333333333,2.0,0.0,1.0
115,830,2.9094056487083435,4,24.45635609893709,0.25,2.75,0.0,1.0
116,844,12.576306784525514,14,25.356251689768715,0.07142857142857142,1.9285714285714286,0.0,1.0
117,857,11.57797646522522,13,24.83276349986304,0.07692307692307693,2.0,0.0,1.0
118,859,0.9630314707756042,2,21.965750075855617,0.5,1.5,0.0,1.0
119,865,4.8329758644104,6,23.230480137088417,0.16666666666666666,3.1666666666666665,0.0,1.0
120,869,2.908144334331155,4,24.819176508300593,0.25,3.25,0.0,1.0
121,879,8.75572526268661,10,25.2567358077255,0.1,1.5,0.0,1.0
122,884,3.8885053992271423,5,25.355304576932777,0.2,1.8,0.0,1.0
123,887,1.9443712029606104,3,22.24638525835761,0.3333333333333333,2.3333333333333335,0.0,1.0
124,898,9.752308109775186,11,25.906854838347996,0.09090909090909091,1.6363636363636365,0.0,1.0
125,900,0.9630314707756042,2,23.431978643497903,0.5,1.5,0.0,1.0
126,911,9.719503343105316,11,25.121559644622128,0.09090909090909091,1.4545454545454546,0.0,1.0
127,917,4.836913296952844,6,25.0,0.16666666666666666,1.8333333333333333,0.0,1.0
128,922,3.9432567935436964,5,25.35702594361403,0.2,2.6,0.0,1.0
129,937,13.66501321643591,15,26.298008651112653,0.06666666666666667,1.9333333333333333,0.0,1.0
130,945,6.78708728030324,8,24.18002652651889,0.125,1.875,0.0,1.0
131,954,7.722359279170632,9,23.599537933489906,0.1111111111111111,1.6666666666666667,0.0,1.0
132,959,3.9727841205894947,5,26.638385445169426,0.2,3.0,0.0,1.0
133,965,4.826776145026088,6,23.784356652949246,0.16666666666666666,2.1666666666666665,0.0,1.0
134,973,6.781868893653154,8,24.17951914196448,0.125,1.875,0.0,1.0
135,978,3.8542235884815454,5,23.79417283950617,0.2,1.0,0.0,1.0
136,983,3.884315541945398,5,25.18956895650862,0.2,2.0,0.0,1.0
137,989,4.960681734606624,6,27.277056070853316,0.16666666666666666,2.1666666666666665,0.0,1.0
138,993,2.9440579004585743,4,24.19090577579736,0.25,1.5,0.0,1.0
139,1007,12.641150682233274,14,25.773786441207477,0.07142857142857142,2.642857142857143,0.0,1.0
140,1015,6.919132960960269,8,27.607583118138486,0.125,1.875,0.0,1.0
141,1023,6.74860817193985,8,23.940716323731138,0.125,1.375,0.0,1.0
142,1027,2.8930220007896423,4,22.348936884011582,0.25,2.0,0.0,1.0
143,1037,8.760217228904366,10,24.772615198430977,0.1,1.7,0.0,1.0
144,1044,5.806130705401301,7,23.989442038158995,0.14285714285714285,2.2857142857142856,0.0,1.0
145,1047,1.958055853843689,3,21.897181435217075,0.3333333333333333,1.3333333333333333,0.0,1.0
146,1052,3.96988264657557,5,27.25999843631859,0.2,1.8,0.0,1.0
147,1055,1.9296005759388208,3,20.84676521046679,0.3333333333333333,2.0,0.0,1.0
148,1057,0.9718732018955052,2,24.166666666666664,0.5,3.0,0.0,1.0
149,1067,8.967840813100338,10,30.190276792624438,0.1,2.3,0.0,1.0
150,1073,4.931460320949554,6,26.378200415676037,0.16666666666666666,1.8333333333333333,0.0,1.0
151,1076,1.93040706589818,3,22.568713305898495,0.3333333333333333,1.3333333333333333,0.0,1.0
152,1095,17.4812234621495,19,25.22160849155734,0.05263157894736842,2.5789473684210527,0.0,1.0
153,1100,3.8855235371738672,5,23.852010431463512,0.2,1.8,0.0,1.0
154,1106,4.820274233818054,6,23.40400253619875,0.16666666666666666,1.5,0.0,1.0
155,1110,2.892147660255432,4,22.10900775841081,0.25,2.25,0.0,1.0
156,1114,2.942165771499276,4,25.04068574109551,0.25,1.25,0.0,1.0
157,1122,6.825398957356811,8,25.956465558525224,0.125,1.625,0.0,1.0
158,1129,5.7999373860657215,7,23.819879396438978,0.14285714285714285,2.7142857142857144,0.0,1.0
159,1137,6.959420282393694,8,29.188163574615846,0.125,2.5,0.0,1.0
160,1149,10.669379172846675,12,24.784999969348366,0.08333333333333333,2.5,0.0,1.0
161,1153,2.8961755614727736,4,22.606003804298126,0.25,2.25,0.0,1.0
162,1161,6.754570363089442,8,23.554503879205406,0.125,1.875,0.0,1.0
163,1164,1.9382949760183692,3,24.444444444444443,0.3333333333333333,2.6666666666666665,0.0,1.0
164,1167,1.928019940853119,3,23.925925925925924,0.3333333333333333,0.6666666666666666,0.0,1.0
165,1180,11.852193295955658,13,27.20802457423037,0.07692307692307693,1.4615384615384615,0.0,1.0
166,1186,4.89426445774734,6,25.660225079019003,0.16666666666666666,2.5,0.0,1.0
167,1197,9.713179705664515,11,25.585173224019957,0.09090909090909091,1.6363636363636365,0.0,1.0
168,1204,5.8037577457726,7,23.802497859893975,0.14285714285714285,3.4285714285714284,0.0,1.0
169,1218,12.75127973034978,14,26.20189249360835,0.07142857142857142,2.4285714285714284,0.0,1.0
170,1230,10.685118356719613,12,24.72537126301849,0.08333333333333333,2.4166666666666665,0.0,1.0
171,1237,5.885748187080026,7,25.72682121549166,0.14285714285714285,2.5714285714285716,0.0,1.0
172,1253,14.48565711453557,16,24.954861111062392,0.0625,2.125,0.0,1.0
173,1278,23.527663983404636,25,27.351593823700586,0.04,2.08,0.0,1.0
174,1282,2.9092918820679188,4,23.719431816304372,0.25,2.5,0.0,1.0
175,1284,0.9729843428358436,2,24.166666666666664,0.5,2.5,0.0,1.0
176,1289,3.859591105952859,5,22.68720620672865,0.2,1.2,0.0,1.0
177,1292,1.9637323003262281,3,25.101939010629724,0.3333333333333333,2.6666666666666665,0.0,1.0
178,1294,0.9665720649063587,2,20.762865294924552,0.5,1.0,0.0,1.0
179,1303,7.832970617339015,9,25.78562621702543,0.1111111111111111,2.2222222222222223,0.0,1.0
180,1309,4.9395755510777235,6,25.762794462089513,0.16666666666666666,2.3333333333333335,0.0,1.0
181,1323,12.654652712866664,14,25.483168246649672,0.07142857142857142,2.142857142857143,0.0,1.0
182,1325,0.9634184837341309,2,19.218015516821623,0.5,4.0,0.0,1.0
183,1328,1.9412176609039307,3,23.384415579192858,0.3333333333333333,1.0,0.0,1.0
184,1339,9.842301128432155,11,26.301838409428445,0.09090909090909091,2.5454545454545454,0.0,1.0
185,1358,17.616803009063005,19,26.523748154111544,0.05263157894736842,1.736842105263158,0.0,1.0
186,1365,5.780751625075936,7,23.348004433377607,0.14285714285714285,0.7142857142857143,0.0,1.0
187,1369,2.8911298904567957,4,21.885073907850092,0.25,1.75,0.0,1.0
188,1373,2.908144334331155,4,24.117740348117756,0.25,2.5,0.0,1.0
189,1379,4.835498113185167,6,23.623192629178806,0.16666666666666666,3.1666666666666665,0.0,1.0
190,1388,7.724377213045955,9,23.43599898457011,0.1111111111111111,1.8888888888888888,0.0,1.0
191,1396,6.783588347956538,8,23.836443038206404,0.125,2.625,0.0,1.0
192,1402,4.951667666435242,6,26.232670940765132,0.16666666666666666,2.0,0.0,1.0
193,1406,2.8930220007896423,4,22.881432647462276,0.25,0.5,0.0,1.0
194,1412,4.820725599303842,6,22.784045987106722,0.16666666666666666,1.3333333333333333,0.0,1.0
195,1415,1.9437405057251453,3,22.24638525835761,0.3333333333333333,2.0,0.0,1.0
196,1419,2.973414856940508,4,25.47670011847129,0.25,3.0,0.0,1.0
197,1429,8.741198061034083,10,25.42712917200553,0.1,2.8,0.0,1.0
198,1433,2.944057920947671,4,23.714588367047593,0.25,1.25,0.0,1.0
199,1443,8.7542365770787,10,24.950884819307852,0.1,2.2,0.0,1.0
200,1458,13.626534441486001,15,25.695912593858903,0.06666666666666667,1.5333333333333334,0.0,1.0
201,1473,13.720495073124766,15,27.05756760451161,0.06666666666666667,1.8,0.0,1.0
202,1480,5.7876895647495985,7,23.632002173884644,0.14285714285714285,1.7142857142857142,0.0,1.0
203,1484,2.8919299840927124,4,22.881432647462276,0.25,0.25,0.0,1.0
204,1495,9.638610918074846,11,24.129455928835682,0.09090909090909091,1.2727272727272727,0.0,1.0
205,1509,12.602964432910085,14,25.357142856383998,0.07142857142857142,2.2142857142857144,0.0,1.0
206,1515,4.93902887776494,6,25.918043146594982,0.16666666666666666,1.6666666666666667,0.0,1.0
207,1527,10.724355399608612,12,25.831312344306728,0.08333333333333333,1.75,0.0,1.0
208,1532,3.8534563183784485,5,22.508059126280074,0.2,0.8,0.0,1.0
209,1541,7.753578105941415,9,24.39198063269266,0.1111111111111111,1.7777777777777777,0.0,1.0
210,1552,9.666536656208336,11,25.07575328877251,0.09090909090909091,1.8181818181818181,0.0,1.0
211,1565,11.638817328959703,13,24.879694937360163,0.07692307692307693,2.3846153846153846,0.0,1.0
212,1571,4.837114095687866,6,23.48993366325252,0.16666666666666666,2.8333333333333335,0.0,1.0
213,1579,6.788124579936266,8,24.279896699445946,0.125,1.75,0.0,1.0
214,1582,1.958055853843689,3,23.438887316356674,0.3333333333333333,1.6666666666666667,0.0,1.0
215,1587,3.8897214718163013,5,23.901657315357024,0.2,2.4,0.0,1.0
216,1590,1.9277084469795227,3,23.925925925925924,0.3333333333333333,1.3333333333333333,0.0,1.0
217,1603,11.913439610973,13,28.709067531102942,0.07692307692307693,2.230769230769231,0.0,1.0
218,1612,7.722215414047241,9,24.200026350568308,0.1111111111111111,1.2222222222222223,0.0,1.0
219,1619,5.967268884181976,7,28.345240449333204,0.14285714285714285,1.5714285714285714,0.0,1.0
220,1627,6.749130208045244,8,23.554503879205406,0.125,2.125,0.0,1.0
221,1631,2.8938983269035816,4,21.298931200930564,0.25,1.25,0.0,1.0
222,1635,2.891126910224557,4,22.881432647462276,0.25,2.5,0.0,1.0
223,1638,1.9267584681510925,3,22.121758156996066,0.3333333333333333,1.6666666666666667,0.0,1.0
224,1642,2.906138300895691,4,23.48411700285545,0.25,1.0,0.0,1.0
225,1644,0.9649236388504505,2,23.38888888888889,0.5,2.0,0.0,1.0
226,1658,12.554451139178127,14,25.059523809032925,0.07142857142857142,1.7142857142857142,0.0,1.0
227,1665,5.898611802607775,7,25.930964184340294,0.14285714285714285,2.142857142857143,0.0,1.0
228,1672,5.984452422708273,7,29.77954775463093,0.14285714285714285,2.4285714285714284,0.0,1.0
229,1678,4.906743962317705,6,25.130544904666085,0.16666666666666666,2.1666666666666665,0.0,1.0
230,1687,7.759917933493853,9,24.64040256702105,0.1111111111111111,2.0,0.0,1.0
231,1690,1.9296005759388208,3,21.145343677881083,0.3333333333333333,2.0,0.0,1.0
232,1696,4.882911562919617,6,25.398672194605837,0.16666666666666666,2.3333333333333335,0.0,1.0
233,1717,19.37168745137751,21,25.23644586850007,0.047619047619047616,2.3333333333333335,0.0,1.0
234,1728,9.859538275748491,11,28.190478575445173,0.09090909090909091,2.272727272727273,0.0,1.0
235,1738,8.74948563054204,10,25.39606252368126,0.1,2.5,0.0,1.0
236,1750,10.682880658656359,12,25.445722062053672,0.08333333333333333,2.0833333333333335,0.0,1.0
237,1760,8.873663265258074,10,27.71652440165523,0.1,2.4,0.0,1.0
238,1763,1.9318826980888844,3,20.30799695371033,0.3333333333333333,1.0,0.0,1.0
239,1768,3.8967386465519667,5,24.794195600388548,0.2,2.6,0.0,1.0
240,1780,10.680752336978912,12,25.520256407835884,0.08333333333333333,1.0,0.0,1.0
241,1791,9.788448862731457,11,26.77098624798447,0.09090909090909091,1.4545454545454546,0.0,1.0
242,1813,20.26093626022339,22,24.76716942114625,0.045454545454545456,1.5909090909090908,0.0,1.0
243,1833,18.378195444121957,20,25.198544041082577,0.05,2.15,0.0,1.0
244,1837,2.8923732433468103,4,21.298931200930564,0.25,1.5,0.0,1.0
245,1842,3.860852498561144,5,22.68720620672865,0.2,1.2,0.0,1.0
246,1852,8.901330450549722,10,27.37443436106401,0.1,2.1,0.0,1.0
247,1856,2.890985667705536,4,22.348936884011582,0.25,1.5,0.0,1.0
248,1869,11.709759453311563,13,25.710714238270704,0.07692307692307693,2.0,0.0,1.0
249,1875,4.939682234078646,6,27.52365864574473,0.16666666666666666,2.1666666666666665,0.0,1.0
250,1887,10.715527713298798,12,25.718801312288075,0.08333333333333333,1.6666666666666667,0.0,1.0
251,1901,12.606535134837031,14,24.94714807308037,0.07142857142857142,2.0,0.0,1.0
252,1904,1.9465046506375074,3,20.798613800469706,0.3333333333333333,2.0,0.0,1.0
253,1908,2.892147660255432,4,23.17653497942387,0.25,0.75,0.0,1.0
254,1912,2.8907350897789,4,21.676068980660084,0.25,2.0,0.0,1.0
255,1916,2.921715537086129,4,23.56501303932939,0.25,1.5,0.0,1.0
256,1925,7.723356483504176,9,23.43599898457011,0.1111111111111111,1.8888888888888888,0.0,1.0
257,1935,8.672745168209076,10,24.15257305898491,0.1,1.5,0.0,1.0
258,1944,7.7187973652035,9,23.522697324737816,0.1111111111111111,1.4444444444444444,0.0,1.0
259,1947,1.9283421039581299,3,20.84676521046679,0.3333333333333333,0.3333333333333333,0.0,1.0
260,1953,4.834867358207703,6,23.800039525852466,0.16666666666666666,2.0,0.0,1.0
261,1960,5.8071159310638905,7,23.678311991976745,0.14285714285714285,2.142857142857143,0.0,1.0
262,1971,9.701387364417315,11,24.718101450580253,0.09090909090909091,2.727272727272727,0.0,1.0
263,1980,7.820319809019566,9,26.34137115112879,0.1111111111111111,2.0,0.0,1.0
264,1984,2.9734148774296045,4,24.727094331331045,0.25,2.25,0.0,1.0
265,1988,2.960616309195757,4,25.0839733867671,0.25,2.75,0.0,1.0
266,1996,6.800033528357744,8,24.84014394601731,0.125,2.0,0.0,1.0
267,2008,10.664452869445086,12,24.648179065714828,0.08333333333333333,1.6666666666666667,0.0,1.0
268,2020,10.967360477894545,12,29.573207169103977,0.08333333333333333,2.25,0.0,1.0
269,2025,3.9368333611637354,5,24.913924788701628,0.2,1.8,0.0,1.0
270,2031,4.839949486777186,6,23.48944021104654,0.16666666666666666,2.3333333333333335,0.0,1.0
271,2035,2.904246151447296,4,23.51829753105878,0.25,1.75,0.0,1.0
272,2046,9.72016138699837,11,25.84756708806771,0.09090909090909091,2.5454545454545454,0.0,1.0
273,2048,0.9672027807682753,2,20.762865294924552,0.5,2.0,0.0,1.0
274,2052,2.9734148774296045,4,24.892405985877033,0.25,1.75,0.0,1.0
275,2058,4.902067128568888,6,26.351929681265116,0.16666666666666666,2.5,0.0,1.0
276,2064,4.826796907931566,6,22.857335221850686,0.16666666666666666,2.0,0.0,1.0
277,2072,6.774370331317186,8,24.233166898130474,0.125,2.125,0.0,1.0
278,2075,1.932513413950801,3,22.535262401064177,0.3333333333333333,2.0,0.0,1.0
279,2078,1.9297763090580702,3,21.145343677881083,0.3333333333333333,2.0,0.0,1.0
280,2087,7.770205557346344,9,25.37826947197875,0.1111111111111111,1.6666666666666667,0.0,1.0
281,2092,3.9091615471988916,5,25.854050254682043,0.2,1.8,0.0,1.0
282,2095,1.9302342925220728,3,20.30799695371033,0.3333333333333333,1.3333333333333333,0.0,1.0
283,2103,6.833839016035199,8,26.055823621930298,0.125,2.75,0.0,1.0
284,2121,16.631204206496477,18,26.754026584835774,0.05555555555555555,2.2222222222222223,0.0,1.0
285,2124,1.9277114067226648,3,22.121758156996066,0.3333333333333333,3.0,0.0,1.0
286,2136,10.94465786870569,12,29.009357245572186,0.08333333333333333,2.0,0.0,1.0
287,2140,2.8964841347187757,4,21.885073907850092,0.25,1.5,0.0,1.0
288,2165,23.3688708525151,25,25.775833951514304,0.04,2.68,0.0,1.0
289,2168,1.932513413950801,3,21.808005072397503,0.3333333333333333,3.0,0.0,1.0
290,2172,2.893652716651559,4,21.78600283277603,0.25,2.75,0.0,1.0
291,2177,3.9372622314840555,5,26.672840834607854,0.2,2.2,0.0,1.0
292,2184,5.923464415594935,7,26.5902592784403,0.14285714285714285,2.4285714285714284,0.0,1.0
293,2196,10.843580583110452,12,27.508007945807005,0.08333333333333333,1.8333333333333333,0.0,1.0
294,2207,9.661118517629802,11,25.08616770750392,0.09090909090909091,1.2727272727272727,0.0,1.0
295,2216,7.857887506484985,9,27.77080909693678,0.1111111111111111,1.6666666666666667,0.0,1.0
296,2223,5.781623423099518,7,23.632002173884644,0.14285714285714285,1.5714285714285714,0.0,1.0
297,2229,4.8457034807652235,6,24.20114429566821,0.16666666666666666,2.6666666666666665,0.0,1.0
298,2236,5.834926847368479,7,25.74539456322952,0.14285714285714285,2.2857142857142856,0.0,1.0
299,2258,20.627912163734436,22,27.353370133076485,0.045454545454545456,1.9090909090909092,0.0,1.0
300,2267,7.713707443326712,9,24.831616095429695,0.1111111111111111,1.4444444444444444,0.0,1.0
301,2272,3.8882619738578796,5,23.87980679797546,0.2,1.8,0.0,1.0
302,2285,11.758417844772339,13,27.059453421954483,0.07692307692307693,1.6153846153846154,0.0,1.0
303,2290,3.8574583120644093,5,23.0848030434385,0.2,3.6,0.0,1.0
304,2298,6.870564643293619,8,26.81033350747213,0.125,1.875,0.0,1.0
305,2310,10.606198409572244,12,24.03633591947027,0.08333333333333333,1.6666666666666667,0.0,1.0
306,2314,2.893330493941903,4,21.885073907850092,0.25,0.75,0.0,1.0
307,2323,7.762100100517273,9,24.530905420953104,0.1111111111111111,1.2222222222222223,0.0,1.0
308,2330,5.907047212123871,7,26.27874289834048,0.14285714285714285,1.5714285714285714,0.0,1.0
309,2339,7.716831762343645,9,23.715114559293696,0.1111111111111111,2.111111111111111,0.0,1.0
310,2343,2.894589362666011,4,22.881432647462276,0.25,1.25,0.0,1.0
311,2350,5.927201578626409,7,27.390624236717173,0.14285714285714285,1.8571428571428572,0.0,1.0
312,2363,11.935997245833278,13,29.335193789077586,0.07692307692307693,2.230769230769231,0.0,1.0
313,2368,3.9051896929740906,5,24.563893750622626,0.2,0.8,0.0,1.0
314,2382,12.573244551196694,14,24.76857537161646,0.07142857142857142,1.7857142857142858,0.0,1.0
315,2386,2.893652716651559,4,21.298931200930564,0.25,2.25,0.0,1.0
